City,Countries,Country,Date,Observation,Opponent,Round,Stadium,Team,Time,Year,Game #,Opponent G,Team G
Montevideo,France,Uruguay,13-07-1930,,Mexico,Group 1,Pocitos,France, 15:00,1930,1,1,4
Montevideo,France,Uruguay,13-07-1930,,France,Group 1,Pocitos,Mexico, 15:00,1930,1,4,1
Montevideo,USA,Uruguay,13-07-1930,,Belgium,Group 4,Parque Central,USA, 15:00,1930,2,0,3
Montevideo,USA,Uruguay,13-07-1930,,USA,Group 4,Parque Central,Belgium, 15:00,1930,2,3,0
Montevideo,Yugoslavia,Uruguay,14-07-1930,,Brazil,Group 2,Parque Central,Yugoslavia, 12:45,1930,3,1,2
Montevideo,Yugoslavia,Uruguay,14-07-1930,,Yugoslavia,Group 2,Parque Central,Brazil, 12:45,1930,3,2,1
Montevideo,Romania,Uruguay,14-07-1930,,Peru,Group 3,Pocitos,Romania, 14:50,1930,4,1,3
Montevideo,Romania,Uruguay,14-07-1930,,Romania,Group 3,Pocitos,Peru, 14:50,1930,4,3,1
Montevideo,Argentina,Uruguay,15-07-1930,,France,Group 1,Parque Central,Argentina, 16:00,1930,5,0,1
Montevideo,Argentina,Uruguay,15-07-1930,,Argentina,Group 1,Parque Central,France, 16:00,1930,5,1,0
Montevideo,Chile,Uruguay,16-07-1930,,Mexico,Group 1,Parque Central,Chile, 14:45,1930,6,0,3
Montevideo,Chile,Uruguay,16-07-1930,,Chile,Group 1,Parque Central,Mexico, 14:45,1930,6,3,0
Montevideo,Yugoslavia,Uruguay,17-07-1930,,Bolivia,Group 2,Parque Central,Yugoslavia, 12:45,1930,7,0,4
Montevideo,Yugoslavia,Uruguay,17-07-1930,,Yugoslavia,Group 2,Parque Central,Bolivia, 12:45,1930,7,4,0
Montevideo,USA,Uruguay,17-07-1930,,Paraguay,Group 4,Parque Central,USA, 14:45,1930,8,0,3
Montevideo,USA,Uruguay,17-07-1930,,USA,Group 4,Parque Central,Paraguay, 14:45,1930,8,3,0
Montevideo,Uruguay,Uruguay,18-07-1930,,Peru,Group 3,Estadio Centenario,Uruguay, 14:30,1930,9,0,1
Montevideo,Uruguay,Uruguay,18-07-1930,,Uruguay,Group 3,Estadio Centenario,Peru, 14:30,1930,9,1,0
Montevideo,Chile,Uruguay,19-07-1930,,France,Group 1,Estadio Centenario,Chile, 12:50,1930,10,0,1
Montevideo,Chile,Uruguay,19-07-1930,,Chile,Group 1,Estadio Centenario,France, 12:50,1930,10,1,0
Montevideo,Argentina,Uruguay,19-07-1930,,Mexico,Group 1,Estadio Centenario,Argentina, 15:00,1930,11,3,6
Montevideo,Argentina,Uruguay,19-07-1930,,Argentina,Group 1,Estadio Centenario,Mexico, 15:00,1930,11,6,3
Montevideo,Brazil,Uruguay,20-07-1930,,Bolivia,Group 2,Estadio Centenario,Brazil, 13:00,1930,12,0,4
Montevideo,Brazil,Uruguay,20-07-1930,,Brazil,Group 2,Estadio Centenario,Bolivia, 13:00,1930,12,4,0
Montevideo,Paraguay,Uruguay,20-07-1930,,Belgium,Group 4,Estadio Centenario,Paraguay, 15:00,1930,13,0,1
Montevideo,Paraguay,Uruguay,20-07-1930,,Paraguay,Group 4,Estadio Centenario,Belgium, 15:00,1930,13,1,0
Montevideo,Uruguay,Uruguay,21-07-1930,,Romania,Group 3,Estadio Centenario,Uruguay, 14:50,1930,14,0,4
Montevideo,Uruguay,Uruguay,21-07-1930,,Uruguay,Group 3,Estadio Centenario,Romania, 14:50,1930,14,4,0
Montevideo,Argentina,Uruguay,22-07-1930,,Chile,Group 1,Estadio Centenario,Argentina, 14:45,1930,15,1,3
Montevideo,Argentina,Uruguay,22-07-1930,,Argentina,Group 1,Estadio Centenario,Chile, 14:45,1930,15,3,1
Montevideo,Argentina,Uruguay,26-07-1930,,USA,Semi-finals,Estadio Centenario,Argentina, 14:45,1930,16,1,6
Montevideo,Argentina,Uruguay,26-07-1930,,Argentina,Semi-finals,Estadio Centenario,USA, 14:45,1930,16,6,1
Montevideo,Uruguay,Uruguay,27-07-1930,,Yugoslavia,Semi-finals,Estadio Centenario,Uruguay, 14:45,1930,17,1,6
Montevideo,Uruguay,Uruguay,27-07-1930,,Uruguay,Semi-finals,Estadio Centenario,Yugoslavia, 14:45,1930,17,6,1
Montevideo,Uruguay,Uruguay,30-07-1930,,Argentina,Final,Estadio Centenario,Uruguay, 14:15,1930,18,2,4
Montevideo,Uruguay,Uruguay,30-07-1930,,Uruguay,Final,Estadio Centenario,Argentina, 14:15,1930,18,4,2
Turin,Austria,Italy,27-05-1934,Austria win after extra time,France,Preliminary round,Stadio Benito Mussolini,Austria, 16:30,1934,19,2,3
Turin,Austria,Italy,27-05-1934,Austria win after extra time,Austria,Preliminary round,Stadio Benito Mussolini,France, 16:30,1934,19,3,2
Naples,Hungary,Italy,27-05-1934,,Egypt,Preliminary round,Giorgio Ascarelli,Hungary, 16:30,1934,20,2,4
Naples,Hungary,Italy,27-05-1934,,Hungary,Preliminary round,Giorgio Ascarelli,Egypt, 16:30,1934,20,4,2
Milan,Switzerland,Italy,27-05-1934,,Netherlands,Preliminary round,San Siro,Switzerland, 16:30,1934,21,2,3
Milan,Switzerland,Italy,27-05-1934,,Switzerland,Preliminary round,San Siro,Netherlands, 16:30,1934,21,3,2
Bologna,Sweden,Italy,27-05-1934,,Argentina,Preliminary round,Littorale,Sweden, 16:30,1934,22,2,3
Bologna,Sweden,Italy,27-05-1934,,Sweden,Preliminary round,Littorale,Argentina, 16:30,1934,22,3,2
Florence,Germany,Italy,27-05-1934,,Belgium,Preliminary round,Giovanni Berta,Germany, 16:30,1934,23,2,5
Florence,Germany,Italy,27-05-1934,,Germany,Preliminary round,Giovanni Berta,Belgium, 16:30,1934,23,5,2
Genoa,Spain,Italy,27-05-1934,,Brazil,Preliminary round,Luigi Ferraris,Spain, 16:30,1934,24,1,3
Genoa,Spain,Italy,27-05-1934,,Spain,Preliminary round,Luigi Ferraris,Brazil, 16:30,1934,24,3,1
Rome,Italy,Italy,27-05-1934,,USA,Preliminary round,Nazionale PNF,Italy, 16:30,1934,25,1,7
Rome,Italy,Italy,27-05-1934,,Italy,Preliminary round,Nazionale PNF,USA, 16:30,1934,25,7,1
Trieste,Czechoslovakia,Italy,27-05-1934,,Romania,Preliminary round,Littorio,Czechoslovakia, 16:30,1934,26,1,2
Trieste,Czechoslovakia,Italy,27-05-1934,,Czechoslovakia,Preliminary round,Littorio,Romania, 16:30,1934,26,2,1
Turin,Czechoslovakia,Italy,31-05-1934,,Switzerland,Quarter-finals,Stadio Benito Mussolini,Czechoslovakia, 16:30,1934,27,2,3
Turin,Czechoslovakia,Italy,31-05-1934,,Czechoslovakia,Quarter-finals,Stadio Benito Mussolini,Switzerland, 16:30,1934,27,3,2
Milan,Germany,Italy,31-05-1934,,Sweden,Quarter-finals,San Siro,Germany, 16:30,1934,28,1,2
Milan,Germany,Italy,31-05-1934,,Germany,Quarter-finals,San Siro,Sweden, 16:30,1934,28,2,1
Florence,Spain,Italy,31-05-1934,,Spain,Quarter-finals,Giovanni Berta,Italy, 16:30,1934,29,1,1
Florence,Italy,Italy,31-05-1934,,Italy,Quarter-finals,Giovanni Berta,Spain, 16:30,1934,29,1,1
Bologna,Austria,Italy,31-05-1934,,Hungary,Quarter-finals,Littorale,Austria, 16:30,1934,30,1,2
Bologna,Austria,Italy,31-05-1934,,Austria,Quarter-finals,Littorale,Hungary, 16:30,1934,30,2,1
Florence,Italy,Italy,01-06-1934,,Spain,Quarter-finals,Giovanni Berta,Italy, 16:30,1934,31,0,1
Florence,Italy,Italy,01-06-1934,,Italy,Quarter-finals,Giovanni Berta,Spain, 16:30,1934,31,1,0
Milan,Italy,Italy,03-06-1934,,Austria,Semi-finals,San Siro,Italy, 16:30,1934,32,0,1
Milan,Italy,Italy,03-06-1934,,Italy,Semi-finals,San Siro,Austria, 16:30,1934,32,1,0
Rome,Czechoslovakia,Italy,03-06-1934,,Germany,Semi-finals,Nazionale PNF,Czechoslovakia, 16:30,1934,33,1,3
Rome,Czechoslovakia,Italy,03-06-1934,,Czechoslovakia,Semi-finals,Nazionale PNF,Germany, 16:30,1934,33,3,1
Naples,Germany,Italy,07-06-1934,,Austria,Match for third place,Giorgio Ascarelli,Germany, 18:00,1934,34,2,3
Naples,Germany,Italy,07-06-1934,,Germany,Match for third place,Giorgio Ascarelli,Austria, 18:00,1934,34,3,2
Rome,Italy,Italy,10-06-1934,Italy win after extra time,Czechoslovakia,Final,Nazionale PNF,Italy, 17:30,1934,35,1,2
Rome,Italy,Italy,10-06-1934,Italy win after extra time,Italy,Final,Nazionale PNF,Czechoslovakia, 17:30,1934,35,2,1
Paris,Germany,France,04-06-1938,,Germany,First round,Parc des Princes,Switzerland, 17:00,1938,36,1,1
Paris,Switzerland,France,04-06-1938,,Switzerland,First round,Parc des Princes,Germany, 17:00,1938,36,1,1
Reims,Hungary,France,05-06-1938,,Dutch East Indies,First round,Velodrome Municipale,Hungary, 17:00,1938,37,0,6
Reims,Hungary,France,05-06-1938,,Hungary,First round,Velodrome Municipale,Dutch East Indies, 17:00,1938,37,6,0
Colombes,France,France,05-06-1938,,Belgium,First round,Stade Olympique,France, 17:00,1938,38,1,3
Colombes,France,France,05-06-1938,,France,First round,Stade Olympique,Belgium, 17:00,1938,38,3,1
Toulouse,Romania,France,05-06-1938,,Romania,First round,Stade Municipal,Cuba, 17:00,1938,39,3,3
Toulouse,Cuba,France,05-06-1938,,Cuba,First round,Stade Municipal,Romania, 17:00,1938,39,3,3
Marseilles,Italy,France,05-06-1938,Italy win after extra time,Norway,First round,Stade Vï¿½lodrome,Italy, 17:00,1938,40,1,2
Marseilles,Italy,France,05-06-1938,Italy win after extra time,Italy,First round,Stade Vï¿½lodrome,Norway, 17:00,1938,40,2,1
Strasbourg,Brazil,France,05-06-1938,Brazil win after extra time,Poland,First round,Stade de la Meinau,Brazil, 17:30,1938,41,5,6
Strasbourg,Brazil,France,05-06-1938,Brazil win after extra time,Brazil,First round,Stade de la Meinau,Poland, 17:30,1938,41,6,5
Le Havre,Czechoslovakia,France,05-06-1938,Czechoslovakia win after extra time,Netherlands,First round,Cavee Verte,Czechoslovakia, 18:30,1938,42,0,3
Le Havre,Czechoslovakia,France,05-06-1938,Czechoslovakia win after extra time,Czechoslovakia,First round,Cavee Verte,Netherlands, 18:30,1938,42,3,0
Toulouse,Cuba,France,09-06-1938,,Romania,First round,Stade Municipal,Cuba, 18:00,1938,43,1,2
Toulouse,Cuba,France,09-06-1938,,Cuba,First round,Stade Municipal,Romania, 18:00,1938,43,2,1
Paris,Switzerland,France,09-06-1938,,Germany,First round,Parc des Princes,Switzerland, 18:00,1938,44,2,4
Paris,Switzerland,France,09-06-1938,,Switzerland,First round,Parc des Princes,Germany, 18:00,1938,44,4,2
Bordeaux,Czechoslovakia,France,12-06-1938,,Czechoslovakia,Quarter-finals,Stade du Parc Lescure,Brazil, 17:00,1938,45,1,1
Bordeaux,Brazil,France,12-06-1938,,Brazil,Quarter-finals,Stade du Parc Lescure,Czechoslovakia, 17:00,1938,45,1,1
Lille,Hungary,France,12-06-1938,,Switzerland,Quarter-finals,Victor Boucquey,Hungary, 17:00,1938,46,0,2
Lille,Hungary,France,12-06-1938,,Hungary,Quarter-finals,Victor Boucquey,Switzerland, 17:00,1938,46,2,0
Antibes,Sweden,France,12-06-1938,,Cuba,Quarter-finals,Fort Carree,Sweden, 17:00,1938,47,0,8
Antibes,Sweden,France,12-06-1938,,Sweden,Quarter-finals,Fort Carree,Cuba, 17:00,1938,47,8,0
Colombes,Italy,France,12-06-1938,,France,Quarter-finals,Stade Olympique,Italy, 17:00,1938,48,1,3
Colombes,Italy,France,12-06-1938,,Italy,Quarter-finals,Stade Olympique,France, 17:00,1938,48,3,1
Bordeaux,Brazil,France,14-06-1938,,Czechoslovakia,Quarter-finals,Stade du Parc Lescure,Brazil, 18:00,1938,49,1,2
Bordeaux,Brazil,France,14-06-1938,,Brazil,Quarter-finals,Stade du Parc Lescure,Czechoslovakia, 18:00,1938,49,2,1
Paris,Hungary,France,16-06-1938,,Sweden,Semi-finals,Parc des Princes,Hungary, 18:00,1938,50,1,5
Paris,Hungary,France,16-06-1938,,Hungary,Semi-finals,Parc des Princes,Sweden, 18:00,1938,50,5,1
Marseilles,Italy,France,16-06-1938,,Brazil,Semi-finals,Stade Vï¿½lodrome,Italy, 18:00,1938,51,1,2
Marseilles,Italy,France,16-06-1938,,Italy,Semi-finals,Stade Vï¿½lodrome,Brazil, 18:00,1938,51,2,1
Bordeaux,Brazil,France,19-06-1938,,Sweden,Match for third place,Stade du Parc Lescure,Brazil, 17:00,1938,52,2,4
Bordeaux,Brazil,France,19-06-1938,,Brazil,Match for third place,Stade du Parc Lescure,Sweden, 17:00,1938,52,4,2
Colombes,Italy,France,19-06-1938,,Hungary,Final,Stade Olympique,Italy, 17:00,1938,53,2,4
Colombes,Italy,France,19-06-1938,,Italy,Final,Stade Olympique,Hungary, 17:00,1938,53,4,2
Rio De Janeiro,Brazil,Brazil,24-06-1950,,Mexico,Group 1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Brazil, 15:00,1950,54,0,4
Rio De Janeiro,Brazil,Brazil,24-06-1950,,Brazil,Group 1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Mexico, 15:00,1950,54,4,0
Rio De Janeiro,England,Brazil,25-06-1950,,Chile,Group 2,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,England, 15:00,1950,55,0,2
Rio De Janeiro,England,Brazil,25-06-1950,,England,Group 2,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Chile, 15:00,1950,55,2,0
Curitiba,Spain,Brazil,25-06-1950,,USA,Group 2,Durival de Brito,Spain, 15:00,1950,56,1,3
Curitiba,Spain,Brazil,25-06-1950,,Spain,Group 2,Durival de Brito,USA, 15:00,1950,56,3,1
Sao Paulo,Sweden,Brazil,25-06-1950,,Italy,Group 3,Pacaembu,Sweden, 15:00,1950,57,2,3
Sao Paulo,Sweden,Brazil,25-06-1950,,Sweden,Group 3,Pacaembu,Italy, 15:00,1950,57,3,2
Belo Horizonte,Yugoslavia,Brazil,25-06-1950,,Switzerland,Group 1,Independencia,Yugoslavia, 15:00,1950,58,0,3
Belo Horizonte,Yugoslavia,Brazil,25-06-1950,,Yugoslavia,Group 1,Independencia,Switzerland, 15:00,1950,58,3,0
Sao Paulo,Switzerland,Brazil,28-06-1950,,Switzerland,Group 1,Pacaembu,Brazil, 15:00,1950,59,2,2
Sao Paulo,Brazil,Brazil,28-06-1950,,Brazil,Group 1,Pacaembu,Switzerland, 15:00,1950,59,2,2
Porto Alegre,Yugoslavia,Brazil,28-06-1950,,Mexico,Group 1,Eucaliptos,Yugoslavia, 15:00,1950,60,1,4
Porto Alegre,Yugoslavia,Brazil,28-06-1950,,Yugoslavia,Group 1,Eucaliptos,Mexico, 15:00,1950,60,4,1
Rio De Janeiro,Spain,Brazil,29-06-1950,,Chile,Group 2,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Spain, 15:00,1950,61,0,2
Rio De Janeiro,Spain,Brazil,29-06-1950,,Spain,Group 2,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Chile, 15:00,1950,61,2,0
Curitiba,Paraguay,Brazil,29-06-1950,,Paraguay,Group 3,Durival de Brito,Sweden, 15:30,1950,62,2,2
Curitiba,Sweden,Brazil,29-06-1950,,Sweden,Group 3,Durival de Brito,Paraguay, 15:30,1950,62,2,2
Belo Horizonte,USA,Brazil,29-06-1950,,England,Group 2,Independencia,USA, 15:00,1950,63,0,1
Belo Horizonte,USA,Brazil,29-06-1950,,USA,Group 2,Independencia,England, 15:00,1950,63,1,0
Rio De Janeiro,Brazil,Brazil,01-07-1950,,Yugoslavia,Group 1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Brazil, 15:00,1950,64,0,2
Rio De Janeiro,Brazil,Brazil,01-07-1950,,Brazil,Group 1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Yugoslavia, 15:00,1950,64,2,0
Rio De Janeiro,Spain,Brazil,02-07-1950,,England,Group 2,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Spain, 15:00,1950,65,0,1
Rio De Janeiro,Spain,Brazil,02-07-1950,,Spain,Group 2,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,England, 15:00,1950,65,1,0
Sao Paulo,Italy,Brazil,02-07-1950,,Paraguay,Group 3,Pacaembu,Italy, 15:00,1950,66,0,2
Sao Paulo,Italy,Brazil,02-07-1950,,Italy,Group 3,Pacaembu,Paraguay, 15:00,1950,66,2,0
Belo Horizonte,Uruguay,Brazil,02-07-1950,,Bolivia,Group 4,Independencia,Uruguay, 15:00,1950,67,0,8
Belo Horizonte,Uruguay,Brazil,02-07-1950,,Uruguay,Group 4,Independencia,Bolivia, 15:00,1950,67,8,0
Porto Alegre,Switzerland,Brazil,02-07-1950,,Mexico,Group 1,Eucaliptos,Switzerland, 15:40,1950,68,1,2
Porto Alegre,Switzerland,Brazil,02-07-1950,,Switzerland,Group 1,Eucaliptos,Mexico, 15:40,1950,68,2,1
Recife,Chile,Brazil,02-07-1950,,USA,Group 2,Ilha do Retiro,Chile, 15:00,1950,69,2,5
Recife,Chile,Brazil,02-07-1950,,Chile,Group 2,Ilha do Retiro,USA, 15:00,1950,69,5,2
Sao Paulo,Spain,Brazil,09-07-1950,,Spain,Group 6,Pacaembu,Uruguay, 15:00,1950,70,2,2
Sao Paulo,Uruguay,Brazil,09-07-1950,,Uruguay,Group 6,Pacaembu,Spain, 15:00,1950,70,2,2
Rio De Janeiro,Brazil,Brazil,09-07-1950,,Sweden,Group 6,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Brazil, 15:00,1950,71,1,7
Rio De Janeiro,Brazil,Brazil,09-07-1950,,Brazil,Group 6,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Sweden, 15:00,1950,71,7,1
Rio De Janeiro,Brazil,Brazil,13-07-1950,,Spain,Group 6,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Brazil, 15:00,1950,72,1,6
Rio De Janeiro,Brazil,Brazil,13-07-1950,,Brazil,Group 6,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Spain, 15:00,1950,72,6,1
Sao Paulo,Uruguay,Brazil,13-07-1950,,Sweden,Group 6,Pacaembu,Uruguay, 15:00,1950,73,2,3
Sao Paulo,Uruguay,Brazil,13-07-1950,,Uruguay,Group 6,Pacaembu,Sweden, 15:00,1950,73,3,2
Sao Paulo,Sweden,Brazil,16-07-1950,,Spain,Group 6,Pacaembu,Sweden, 15:00,1950,74,1,3
Sao Paulo,Sweden,Brazil,16-07-1950,,Sweden,Group 6,Pacaembu,Spain, 15:00,1950,74,3,1
Rio De Janeiro,Uruguay,Brazil,16-07-1950,,Brazil,Group 6,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Uruguay, 15:00,1950,75,1,2
Rio De Janeiro,Uruguay,Brazil,16-07-1950,,Uruguay,Group 6,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Brazil, 15:00,1950,75,2,1
Berne,Uruguay,Switzerland,16-06-1954,,Czechoslovakia,Group 3,Wankdorf Stadium,Uruguay, 18:00,1954,76,0,2
Berne,Uruguay,Switzerland,16-06-1954,,Uruguay,Group 3,Wankdorf Stadium,Czechoslovakia, 18:00,1954,76,2,0
Zurich,Austria,Switzerland,16-06-1954,,Scotland,Group 3,Hardturm,Austria, 18:00,1954,77,0,1
Zurich,Austria,Switzerland,16-06-1954,,Austria,Group 3,Hardturm,Scotland, 18:00,1954,77,1,0
Geneva,Brazil,Switzerland,16-06-1954,,Mexico,Group 1,Charmilles,Brazil, 18:00,1954,78,0,5
Geneva,Brazil,Switzerland,16-06-1954,,Brazil,Group 1,Charmilles,Mexico, 18:00,1954,78,5,0
Lausanne,Yugoslavia,Switzerland,16-06-1954,,France,Group 1,La Pontaise,Yugoslavia, 18:00,1954,79,0,1
Lausanne,Yugoslavia,Switzerland,16-06-1954,,Yugoslavia,Group 1,La Pontaise,France, 18:00,1954,79,1,0
Berne,Germany FR,Switzerland,17-06-1954,,Turkey,Group 2,Wankdorf Stadium,Germany FR, 18:00,1954,80,1,4
Berne,Germany FR,Switzerland,17-06-1954,,Germany FR,Group 2,Wankdorf Stadium,Turkey, 18:00,1954,80,4,1
Zurich,Hungary,Switzerland,17-06-1954,,Korea Republic,Group 2,Hardturm,Hungary, 18:00,1954,81,0,9
Zurich,Hungary,Switzerland,17-06-1954,,Hungary,Group 2,Hardturm,Korea Republic, 18:00,1954,81,9,0
Basel,Belgium,Switzerland,17-06-1954,,Belgium,Group 4,St. Jakob,England, 18:10,1954,82,4,4
Basel,England,Switzerland,17-06-1954,,England,Group 4,St. Jakob,Belgium, 18:10,1954,82,4,4
Lausanne,Switzerland,Switzerland,17-06-1954,,Italy,Group 4,La Pontaise,Switzerland, 17:50,1954,83,1,2
Lausanne,Switzerland,Switzerland,17-06-1954,,Switzerland,Group 4,La Pontaise,Italy, 17:50,1954,83,2,1
Basel,Uruguay,Switzerland,19-06-1954,,Scotland,Group 3,St. Jakob,Uruguay, 16:50,1954,84,0,7
Basel,Uruguay,Switzerland,19-06-1954,,Uruguay,Group 3,St. Jakob,Scotland, 16:50,1954,84,7,0
Zurich,Austria,Switzerland,19-06-1954,,Czechoslovakia,Group 3,Hardturm,Austria, 17:00,1954,85,0,5
Zurich,Austria,Switzerland,19-06-1954,,Austria,Group 3,Hardturm,Czechoslovakia, 17:00,1954,85,5,0
Geneva,France,Switzerland,19-06-1954,,Mexico,Group 1,Charmilles,France, 17:10,1954,86,2,3
Geneva,France,Switzerland,19-06-1954,,France,Group 1,Charmilles,Mexico, 17:10,1954,86,3,2
Lausanne,Yugoslavia,Switzerland,19-06-1954,,Yugoslavia,Group 1,La Pontaise,Brazil, 17:00,1954,87,1,1
Lausanne,Brazil,Switzerland,19-06-1954,,Brazil,Group 1,La Pontaise,Yugoslavia, 17:00,1954,87,1,1
Basel,Hungary,Switzerland,20-06-1954,,Germany FR,Group 2,St. Jakob,Hungary, 16:50,1954,88,3,8
Basel,Hungary,Switzerland,20-06-1954,,Hungary,Group 2,St. Jakob,Germany FR, 16:50,1954,88,8,3
Geneva,Turkey,Switzerland,20-06-1954,,Korea Republic,Group 2,Charmilles,Turkey, 17:00,1954,89,0,7
Geneva,Turkey,Switzerland,20-06-1954,,Turkey,Group 2,Charmilles,Korea Republic, 17:00,1954,89,7,0
Berne,England,Switzerland,20-06-1954,,Switzerland,Group 4,Wankdorf Stadium,England, 17:10,1954,90,0,2
Berne,England,Switzerland,20-06-1954,,England,Group 4,Wankdorf Stadium,Switzerland, 17:10,1954,90,2,0
Lugano,Italy,Switzerland,20-06-1954,,Belgium,Group 4,Comunale di Cornaredo,Italy, 17:00,1954,91,1,4
Lugano,Italy,Switzerland,20-06-1954,,Italy,Group 4,Comunale di Cornaredo,Belgium, 17:00,1954,91,4,1
Zurich,Germany FR,Switzerland,23-06-1954,,Turkey,Group 2,Hardturm,Germany FR, 18:00,1954,92,2,7
Zurich,Germany FR,Switzerland,23-06-1954,,Germany FR,Group 2,Hardturm,Turkey, 18:00,1954,92,7,2
Basel,Switzerland,Switzerland,23-06-1954,,Italy,Group 4,St. Jakob,Switzerland, 18:00,1954,93,1,4
Basel,Switzerland,Switzerland,23-06-1954,,Switzerland,Group 4,St. Jakob,Italy, 18:00,1954,93,4,1
Basel,Uruguay,Switzerland,26-06-1954,,England,Quarter-finals,St. Jakob,Uruguay, 17:00,1954,94,2,4
Basel,Uruguay,Switzerland,26-06-1954,,Uruguay,Quarter-finals,St. Jakob,England, 17:00,1954,94,4,2
Lausanne,Austria,Switzerland,26-06-1954,,Switzerland,Quarter-finals,La Pontaise,Austria, 17:00,1954,95,5,7
Lausanne,Austria,Switzerland,26-06-1954,,Austria,Quarter-finals,La Pontaise,Switzerland, 17:00,1954,95,7,5
Geneva,Germany FR,Switzerland,27-06-1954,,Yugoslavia,Quarter-finals,Charmilles,Germany FR, 17:00,1954,96,0,2
Geneva,Germany FR,Switzerland,27-06-1954,,Germany FR,Quarter-finals,Charmilles,Yugoslavia, 17:00,1954,96,2,0
Berne,Hungary,Switzerland,27-06-1954,,Brazil,Quarter-finals,Wankdorf Stadium,Hungary, 17:00,1954,97,2,4
Berne,Hungary,Switzerland,27-06-1954,,Hungary,Quarter-finals,Wankdorf Stadium,Brazil, 17:00,1954,97,4,2
Basel,Germany FR,Switzerland,30-06-1954,,Austria,Semi-finals,St. Jakob,Germany FR, 18:00,1954,98,1,6
Basel,Germany FR,Switzerland,30-06-1954,,Germany FR,Semi-finals,St. Jakob,Austria, 18:00,1954,98,6,1
Lausanne,Hungary,Switzerland,30-06-1954,Hungary win after extra time,Uruguay,Semi-finals,La Pontaise,Hungary, 18:00,1954,99,2,4
Lausanne,Hungary,Switzerland,30-06-1954,Hungary win after extra time,Hungary,Semi-finals,La Pontaise,Uruguay, 18:00,1954,99,4,2
Zurich,Austria,Switzerland,03-07-1954,,Uruguay,Match for third place,Hardturm,Austria, 17:00,1954,100,1,3
Zurich,Austria,Switzerland,03-07-1954,,Austria,Match for third place,Hardturm,Uruguay, 17:00,1954,100,3,1
Berne,Germany FR,Switzerland,04-07-1954,,Hungary,Final,Wankdorf Stadium,Germany FR, 17:00,1954,101,2,3
Berne,Germany FR,Switzerland,04-07-1954,,Germany FR,Final,Wankdorf Stadium,Hungary, 17:00,1954,101,3,2
Solna,Sweden,Sweden,08-06-1958,,Mexico,Group 3,Rasunda Stadium,Sweden, 14:00,1958,102,0,3
Solna,Sweden,Sweden,08-06-1958,,Sweden,Group 3,Rasunda Stadium,Mexico, 14:00,1958,102,3,0
Gothenburg,England,Sweden,08-06-1958,,England,Group 4,Nya Ullevi,Soviet Union, 19:00,1958,103,2,2
Gothenburg,Soviet Union,Sweden,08-06-1958,,Soviet Union,Group 4,Nya Ullevi,England, 19:00,1958,103,2,2
Malmï¿½,Germany FR,Sweden,08-06-1958,,Germany FR,Group 1,Malmo Stadion,Argentina, 19:00,1958,104,3,1
Malmï¿½,Germany FR,Sweden,08-06-1958,,Argentina,Group 1,Malmo Stadion,Germany FR, 19:00,1958,104,1,3
Sandviken,Wales,Sweden,08-06-1958,,Wales,Group 3,Jarnvallen,Hungary, 19:00,1958,105,1,1
Sandviken,Hungary,Sweden,08-06-1958,,Hungary,Group 3,Jarnvallen,Wales, 19:00,1958,105,1,1
Norrkï¿½Ping,France,Sweden,08-06-1958,,Paraguay,Group 2,Idrottsparken,France, 19:00,1958,106,3,7
Norrkï¿½Ping,France,Sweden,08-06-1958,,France,Group 2,Idrottsparken,Paraguay, 19:00,1958,106,7,3
Vasteras,Scotland,Sweden,08-06-1958,,Scotland,Group 2,Arosvallen,Yugoslavia, 19:00,1958,107,1,1
Vasteras,Yugoslavia,Sweden,08-06-1958,,Yugoslavia,Group 2,Arosvallen,Scotland, 19:00,1958,107,1,1
Udevalla,Brazil,Sweden,08-06-1958,,Austria,Group 4,Rimnersvallen,Brazil, 19:00,1958,108,0,3
Udevalla,Brazil,Sweden,08-06-1958,,Brazil,Group 4,Rimnersvallen,Austria, 19:00,1958,108,3,0
Halmstad,Northern Ireland,Sweden,08-06-1958,,Czechoslovakia,Group 1,Orjans Vall,Northern Ireland, 19:00,1958,109,0,1
Halmstad,Northern Ireland,Sweden,08-06-1958,,Northern Ireland,Group 1,Orjans Vall,Czechoslovakia, 19:00,1958,109,1,0
